Question,Answer
How does Bosch aim to be a pioneer in climate action?,"Bosch aspires to be a pioneer in climate action by anchoring sustainability in its vision, becoming carbon neutral at all locations worldwide, and actively reducing carbon emissions along the value chain."
What strategic imperatives does Bosch focus on regarding technological responses to societal and ecological challenges?,"Bosch focuses on finding technological responses to societal and ecological challenges, such as increasing energy efficiency, expanding renewable energy supply, procuring green electricity, and offsetting unavoidable carbon emissions."
What specific levers has Bosch applied to reduce carbon emissions?,"Bosch has applied four key levers to reduce carbon emissions: increasing energy efficiency, expanding renewable energy supply, procuring green electricity, and offsetting unavoidable carbon emissions."
How is Bosch planning to reduce emissions along its value chains by 2030?,"Bosch aims to reduce emissions along its value chains by 15 percent by 2030, by actively tackling Scope 3 emissions through measures in purchased goods and services, upstream and downstream transport logistics, and product use."
What ambitious goal has Bosch set with regards to reducing carbon emissions by the end of this decade?,"Bosch aims to reduce carbon emissions by 15 percent before the end of the decade, amounting to 67 million metric tons, by focusing on purchased goods and services, upstream and downstream transport logistics, and product use."
How does Bosch plan to engage with its global supplier network to reduce carbon emissions?,"Bosch plans to engage with its global supplier network by identifying suppliers with high purchasing volumes and carbon emissions, obtaining real data on their carbon emissions, and incorporating sustainability criteria in procurement contracts."
What crucial activities has Bosch identified as the main sources of Scope 3 emissions?,"Bosch has identified purchased goods and services, upstream and downstream transport logistics, and product use as the main activities generating Scope 3 emissions."
In what ways does Bosch optimize transportation along the value chain to reduce carbon emissions?,"Bosch optimizes transportation by selecting suppliers close to its sites, optimizing transport capacity utilization, and focusing on procurement optimization to reduce carbon emissions."
How does Bosch promote sustainability in its global supplier network?,"Bosch promotes sustainability in its global supplier network by setting up the ""Sustainability"" category for its Global Supplier Award, engaging in dialogues with suppliers to reduce carbon emissions, and considering CO$_2$ emissions as a criterion in procurement contracts."
What are some key criteria Bosch considers in its approach to mitigate global warming through energy-efficient product design?,"Bosch considers factors such as energy efficiency, reduced carbon emissions, and sustainable practices in its product design to mitigate global warming."
What are the three main directions that Bosch is working towards in order to reduce carbon emissions during the use of products?,"The three main directions Bosch is working towards are transforming the energy sector, shaping the product portfolio, and further increasing energy efficiency.

 "
