Question,Answer
How can you ensure the Robot is ready to start a mission in the ANYbotics Workforce app?,"To ensure the Robot is ready to start a mission, you need to ensure it is localized and in AUTO mode."
What is the purpose of selecting the mission from the Mission drop-down in the ANYbotics Workforce app?,Selecting the mission from the drop-down allows you to choose which mission you want the Robot to run.
How does the Initial Task drop-down help in starting a mission in the ANYbotics Workforce app?,"The Initial Task drop-down allows you to select the task you want the mission to start with, either from the beginning or from a specific task."
What can you do if you want the Robot to skip certain tasks in the mission in the ANYbotics Workforce app?,"You can select a specific task from the Initial Task drop-down to start the mission from that point, skipping tasks that come before it in the sequence."
What action should you take to pause the Robot while it is performing a mission in the ANYbotics Workforce app?,"To pause the Robot during a mission, you should select the Pause button displayed on the screen."
How can you resume a paused mission in the ANYbotics Workforce app?,"To resume a paused mission, you need to select the Play button displayed on the screen while the Robot is paused."
What information can you monitor about the Robot behavior using the ANYbotics Workforce app?,You can monitor the Running State and Task Progress of the Robot while it is performing a mission.
What does the mission player in the ANYbotics Workforce app show about the navigation and inspection progress of a task?,"The mission player shows an icon next to each task indicating its status, providing information on the current status or outcome of the task."
How does the ANYbotics Workforce app inform you about the completion of different tasks within a mission?,"The app uses different status icons next to the tasks to indicate if a task was completed successfully, had an anomaly, was unsuccessful, in progress, or skipped."
How can you select which tasks to include in a mission in the ANYbotics Workforce app?,"By using the Initial Task drop-down, you can choose to start the mission with the default task sequence or select a specific task to begin from."
How can you run an ad-hoc mission to inspect an object using the ANYbotics Workforce app?,"To run an ad-hoc mission, you can follow these steps: 1. Select Load Ad-Hoc mission after choosing the object. 2. Press the Play button to start the mission where the Robot navigates to and inspects the object."
What are the options for steering modes available in the ANYbotics Workforce app?,"The app offers two steering modes: Main steering, providing multi-directional control by touching the screen, and Transition steering, allowing for more complex steering with translation controls."
How can you activate the Main Steering mode in the ANYbotics Workforce app?,"To activate Main Steering mode, you need to tap on the app main screen, tap the Robot control menu, and then double tap the interactive zone to switch to the Main steering mode."
What are the directional commands available when using the Main Steering mode?,"In the Main Steering mode, you can send the following directional commands to the Robot by touching the screen in the interactive zone: Forward (slide upward), Backward (slide downward), Around the yaw axis (slide sideways), Turn while walking (slide diagonally)."
How do you enable Transition Steering mode in the ANYbotics Workforce app?,"To enable Transition Steering mode, tap the Robot control menu, double tap the interactive zone to switch modes, and select the appropriate option to turn the interactive zone color to white."
What commands can be sent to the Robot in Transition Steering mode?,"In Transition Steering mode, you can send commands to the Robot by sliding your finger in the interactive zone for Forward (upward slide), Backward (downward slide), Strafe (sideways slide), Forward and sideways (diagonal slide)."
What safety precautions are provided for steering the Robot on stairs in the operator's manual?,"The manual emphasizes the importance of correct orientation to prevent falls, advises against operation when people are on stairs or during evacuations, and warns to not approach stairs while the Robot is using them."
How should the Robot be positioned when walking up or down stairs as per the safety instructions?,"The manual specifies that the Robot must face the correct direction when navigating stairs: when going up, the front should point to the top, and when going down, the rear should face the bottom."
Why is it important to follow the safety guidelines when using the Robot on stairs?,"Adhering to the safety guidelines ensures minimal risk of injury or accidents such as falls for both the Robot and any individuals in the vicinity, emphasizing the significance of proper operation in potentially hazardous environments."
Can the Robot be controlled manually in case of emergency situations during stair navigation?,"In critical situations, manual control enables operators to intervene promptly to ensure the Robot's safe navigation on stairs, contributing to a proactive approach in managing unforeseen challenges and maintaining operational safety."
What are the situations in which the Robot operates in Blind mode?,"The Robot operates in Blind mode when walking up or down stairs using the stair_climbing_lidar_up or stair_climbing_lidar_down motion states, when docking, and when in the crawl motion state."
What precautions should be taken when the Robot is in stair climbing mode?,"When the Robot is in stair climbing mode, it is important to keep all people and objects out of its path to prevent collisions."
How can stair climbing be activated on the Robot?,Stair climbing can be activated by selecting the stair climbing mode in the app and confirming the activation until the mode icon turns green.
What are the different ways to move on stairs with the Robot?,The Robot can move on stairs with the LIDAR unit pointing downward or upward.
How can the Robot be controlled while in stair climbing mode?,"In stair climbing mode, the Robot can be controlled by touching the screen in the interactive zone to send commands for forward, backward, strafing, and diagonal movements."
What is the risk associated with using stairs if the Robot lacks sufficient power?,"The risk is that the Robot may fall if there is not enough power to use the stairs, potentially causing damage."
How can the collision avoidance behavior be changed on the Robot?,The collision avoidance behavior can be changed using the collision avoidance switch in the operator GUI or in the ANYbotics Workforce app.
What happens when the collision avoidance behavior is changed using the GUI or the Workforce app?,"Changing the collision avoidance behavior using either method always overrides the previous setting, and any changes made using the Workforce app will be reflected in the operator GUI."
What is the importance of configuring the collision avoidance behavior on the Robot?,"Configuring the collision avoidance behavior is crucial as it determines how the Robot reacts when encountering obstacles, hence preventing collisions and potential injuries or damage."
Why is it recommended to apply warning signs around the plant or site when the Robot uses stairs regularly?,"Applying warning signs helps alert individuals to the presence of the Robot using stairs, reducing the risk of accidents and ensuring safety around the operational area."
How can you view who is in control of the Robot in the ANYbotics Workforce app?,"To view who is in control of the Robot in the ANYbotics Workforce app, follow these steps: 1. Make sure the Robot is being controlled by the ANYbotics Workforce app. 2. From the status bar, select a collision avoidance behavior."
"How does the Robot behave in the ""Blind"" collision avoidance behavior mode?","In the ""Blind"" collision avoidance behavior mode, the Robot does not respond to an obstacle or cliff."
How can you control the inspection payload using the ANYbotics Workforce app?,"To control the inspection payload using the ANYbotics Workforce app, follow these steps: 1. From the app main screen, select the appropriate option. 2. Select various commands like enabling the thermal camera, microphone, LED feature, panning, tilting, etc."
"What does selecting the ""Reset Zoom"" option do when controlling the inspection payload?","Selecting the ""Reset Zoom"" option when controlling the inspection payload will bring the camera image back to its default zoom level."
How can you localize the Robot based on a place it visited using the ANYbotics Workforce app?,"To localize the Robot based on a place it visited, follow these steps: 1. Load a map. 2. Steer the robot to a place the Robot visited. 3. From the status bar, select ""Place Recognition""."
What are waypoints used for in setting up the Robot's navigation?,Waypoints are used to allow the Robot to navigate autonomously by following a predefined set of points in the environment.
How are the waypoints composed for the Robot's navigation?,Waypoints are composed of a list of nodes and a list of edges connecting any two nodes in the environment for the Robot to navigate.
"What happens if the Robot encounters an obstacle in the ""Stop-and-go"" collision avoidance behavior mode?","In the ""Stop-and-go"" collision avoidance behavior mode, the Robot stops when it encounters an obstacle and waits for corrective actions."
How can you enable the thermal camera on the inspection payload using the ANYbotics Workforce app?,"To enable the thermal camera on the inspection payload, select the appropriate option within the app interface."
What is the purpose of the collision avoidance switch in the ANYbotics Workforce app?,The collision avoidance switch in the ANYbotics Workforce app configures the default collision avoidance behavior of the Robot while in autonomous mode.
How can the Robot's motion states be used for waypoint edges in navigation?,"The motion states for waypoint edges can be configured to fine-tune the Robot's locomotion in different environments. For example, options like blind_walk, crawl, perceptive_walk, stair_climbing_lidar_up, and stair_climbing_lidar_down can be set for specific edges to regulate the Robot's behavior."
